ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,YEAR,Predicted_Sales
10336,49,152.26,6,7460.74,2019-11-20,839,Shipped,Classic Cars,163,S18_2238,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,75012,France,Bertrand,Marie,Large,2019,6790.412318226084
10349,38,176.83,8,6719.54,2019-12-01,829,Shipped,Classic Cars,163,S18_2238,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Medium,2019,6524.748002969481
10358,20,121.4,10,2428.0,2019-12-10,821,Shipped,Classic Cars,163,S18_2238,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2019,2716.711978903727
10371,25,104.09,7,2602.25,2020-01-23,778,Shipped,Classic Cars,163,S18_2238,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,2020,2620.830495748125
10382,25,88.0,5,2200.0,2020-02-17,754,Shipped,Classic Cars,163,S18_2238,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,2020,2053.294115255173
10412,41,163.73,4,6712.93,2020-05-03,679,Shipped,Classic Cars,163,S18_2238,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2020,6371.489235098626
10425,28,189.93,3,5318.04,2020-05-31,652,In Process,Classic Cars,163,S18_2238,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Medium,2020,5957.444287602107
10100,50,67.8,2,3390.0,2018-01-06,1529,Shipped,Vintage Cars,60,S18_2248,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Medium,2018,3914.224725935046
10110,32,50.25,6,1608.0,2018-03-18,1459,Shipped,Vintage Cars,60,S18_2248,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Small,2018,1442.3153701771225
10124,42,53.88,5,2262.96,2018-05-21,1396,Shipped,Vintage Cars,60,S18_2248,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,83030,USA,King,Sue,Small,2018,2599.7299398420164
10149,24,62.36,10,1496.64,2018-09-12,1283,Shipped,Vintage Cars,60,S18_2248,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,94217,USA,Taylor,Sue,Small,2018,1045.9667608542313
10173,26,57.51,12,1495.26,2018-11-05,1230,Shipped,Vintage Cars,60,S18_2248,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Small,2018,1080.7695717649167
10182,38,61.15,9,2323.7,2018-11-12,1224,Shipped,Vintage Cars,60,S18_2248,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,2018,2444.411862793928
10193,42,59.33,13,2491.86,2018-11-21,1216,Shipped,Vintage Cars,60,S18_2248,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Glen Waverly,3150,Australia,Connery,Sean,Small,2018,2791.9656933340348
10204,23,71.44,3,1643.12,2018-12-02,1206,Shipped,Vintage Cars,60,S18_2248,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Small,2018,1263.3046103510696
10214,21,62.96,6,1322.16,2019-01-26,1152,Shipped,Vintage Cars,60,S18_2248,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,Small,2019,758.3178372296297
10227,28,50.85,9,1423.8,2019-03-02,1118,Shipped,Vintage Cars,60,S18_2248,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,Small,2019,1051.7289489470604
10241,33,72.65,1,2397.45,2019-04-13,1077,Shipped,Vintage Cars,60,S18_2248,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,67000,France,Citeaux,Frederique,Small,2019,2335.359450942443
10280,25,62.96,15,1574.0,2019-08-17,952,Shipped,Vintage Cars,60,S18_2248,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,Small,2019,1170.0678276514745
10288,28,61.75,4,1729.0,2019-09-01,938,Shipped,Vintage Cars,60,S18_2248,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Small,2019,1436.200455931098
10303,46,49.04,2,2255.84,2019-10-06,904,Shipped,Vintage Cars,60,S18_2248,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",Sevilla,41101,Spain,Roel,Jose Pedro,Small,2019,2840.760472116819
10312,30,61.15,16,1834.5,2019-10-21,890,Shipped,Vintage Cars,60,S18_2248,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,2019,1620.9118819502382
10332,38,84.25,9,3201.5,2019-11-17,864,Shipped,Vintage Cars,60,S18_2248,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Medium,2019,3259.2092766775313
10344,40,56.91,2,2276.4,2019-11-25,857,Shipped,Vintage Cars,60,S18_2248,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,Small,2019,2500.7309690495913
10367,45,197.44,4,8884.8,2020-01-12,810,Resolved,Vintage Cars,60,S18_2248,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Large,2020,7972.279087945418
10379,27,49.3,1,1331.1,2020-02-10,782,Shipped,Vintage Cars,60,S18_2248,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2020,894.1188975961622
10407,42,72.65,1,3051.3,2020-04-22,711,On Hold,Vintage Cars,60,S18_2248,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Medium,2020,3261.796929391594
10420,36,63.57,4,2288.52,2020-05-29,675,In Process,Vintage Cars,60,S18_2248,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Small,2020,2323.8965966565265
10104,29,130.09,12,3772.61,2018-01-31,1525,Shipped,Trucks and Buses,122,S18_2319,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2018,3949.6684844805186
10114,39,106.78,3,4164.42,2018-04-01,1466,Shipped,Trucks and Buses,122,S18_2319,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,75012,France,Bertrand,Marie,Medium,2018,4156.838797434403
10127,45,139.91,14,6295.95,2018-06-03,1404,Shipped,Trucks and Buses,122,S18_2319,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Medium,2018,5943.045528606729
10141,47,133.78,8,6287.66,2018-08-01,1346,Shipped,Trucks and Buses,122,S18_2319,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland,Suominen,Kalle,Medium,2018,5932.699391908279
10151,49,110.46,6,5412.54,2018-09-21,1296,Shipped,Trucks and Buses,122,S18_2319,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,90110,Finland,Koskitalo,Pirkko,Medium,2018,5316.016997865278
10165,46,130.09,15,5984.14,2018-10-22,1266,Shipped,Trucks and Buses,122,S18_2319,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium,2018,5699.605943773359
10175,48,122.73,4,5891.04,2018-11-06,1252,Shipped,Trucks and Buses,122,S18_2319,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,WX3 6FW,UK,Brown,Ann,Medium,2018,5645.874490231757
10184,46,130.09,9,5984.14,2018-11-14,1245,Shipped,Trucks and Buses,122,S18_2319,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",Sevilla,41101,Spain,Roel,Jose Pedro,Medium,2018,5699.605943773359
10195,35,103.09,9,3608.15,2018-11-25,1235,Shipped,Trucks and Buses,122,S18_2319,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,Medium,2018,3614.9328564831003
10207,43,133.78,10,5752.54,2018-12-09,1222,Shipped,Trucks and Buses,122,S18_2319,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,51003,USA,Franco,Valarie,Medium,2018,5520.949401486435
10229,26,144.82,4,3765.32,2019-03-11,1131,Shipped,Trucks and Buses,122,S18_2319,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,2019,4160.421615322381
10246,22,98.18,8,2159.96,2019-05-05,1077,Shipped,Trucks and Buses,122,S18_2319,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2019,2103.5568463926893
10259,34,99.41,7,3379.94,2019-06-15,1037,Shipped,Trucks and Buses,122,S18_2319,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Medium,2019,3382.192134501376
10271,50,101.87,8,5093.5,2019-07-20,1003,Shipped,Trucks and Buses,122,S18_2319,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,2019,5115.962729875063
10281,48,120.28,4,5773.44,2019-08-19,974,Shipped,Trucks and Buses,122,S18_2319,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Medium,2019,5559.456582698648
10292,41,110.46,11,4528.86,2019-09-08,955,Shipped,Trucks and Buses,122,S18_2319,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Medium,2019,4492.517017021589
10305,36,133.78,8,4816.08,2019-10-13,921,Shipped,Trucks and Buses,122,S18_2319,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Medium,2019,4800.386918248206
10313,29,117.82,2,3416.78,2019-10-22,913,Shipped,Trucks and Buses,122,S18_2319,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada,Tannamuri,Yoshi,Medium,2019,3516.873494508579
10324,33,37.48,10,1236.84,2019-11-05,900,Shipped,Trucks and Buses,122,S18_2319,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,10022,USA,Frick,Michael,Small,2019,1094.8215701508261
10334,46,126.41,6,5814.86,2019-11-19,887,On Hold,Trucks and Buses,122,S18_2319,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,Lule,S-958 22,Sweden,Berglund,Christina,Medium,2019,5569.802719397097
10349,38,137.46,7,5223.48,2019-12-01,876,Shipped,Trucks and Buses,122,S18_2319,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Medium,2019,5136.065137835391
10358,20,36.42,11,728.4,2019-12-10,868,Shipped,Trucks and Buses,122,S18_2319,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2019,-280.7548709589846
10370,22,179.5,5,3949.0,2020-01-20,828,Shipped,Trucks and Buses,122,S18_2319,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Medium,2020,4971.92592418553
10383,27,142.37,11,3843.99,2020-02-22,796,Shipped,Trucks and Buses,122,S18_2319,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2020,4176.941205394733
10412,56,98.18,8,5498.08,2020-05-03,726,Shipped,Trucks and Buses,122,S18_2319,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2020,5603.431764978371
10425,38,99.41,7,3777.58,2020-05-31,699,In Process,Trucks and Buses,122,S18_2319,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Medium,2020,3793.942124923221
10101,25,151.28,4,3782.0,2018-01-09,1573,Shipped,Vintage Cars,127,S18_2325,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,60528,Germany,Keitel,Roland,Medium,2018,4285.345212681772
10110,33,116.96,4,3859.68,2018-03-18,1506,Shipped,Vintage Cars,127,S18_2325,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Medium,2018,3898.289035755536
10124,42,105.52,3,4431.84,2018-05-21,1443,Shipped,Vintage Cars,127,S18_2325,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,83030,USA,King,Sue,Medium,2018,4421.207794948045
10149,33,150.01,8,4950.33,2018-09-12,1330,Shipped,Vintage Cars,127,S18_2325,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,94217,USA,Taylor,Sue,Medium,2018,5064.048972069523
10173,31,144.93,10,4492.83,2018-11-05,1277,Shipped,Vintage Cars,127,S18_2325,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Medium,2018,4678.989091034847
10182,20,110.6,7,2212.0,2018-11-12,1271,Shipped,Vintage Cars,127,S18_2325,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,2018,2335.767733451652
10193,44,105.52,11,4642.88,2018-11-21,1263,Shipped,Vintage Cars,127,S18_2325,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Glen Waverly,3150,Australia,Connery,Sean,Medium,2018,4627.082790158968
10204,26,123.32,1,3206.32,2018-12-02,1253,Shipped,Vintage Cars,127,S18_2325,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Medium,2018,3402.0603859501953
10214,27,133.49,4,3604.23,2019-01-26,1199,Shipped,Vintage Cars,127,S18_2325,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,Medium,2019,3863.72038135636
10227,46,152.56,7,7017.76,2019-03-02,1165,Shipped,Vintage Cars,127,S18_2325,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,Large,2019,6492.181610005592
10243,47,130.94,2,6154.18,2019-04-26,1111,Shipped,Vintage Cars,127,S18_2325,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,51003,USA,Franco,Valarie,Medium,2019,5832.52516440051
10280,37,128.4,13,4750.8,2019-08-17,999,Shipped,Vintage Cars,127,S18_2325,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,Medium,2019,4713.557745434023
10288,31,123.32,2,3822.92,2019-09-01,985,Shipped,Vintage Cars,127,S18_2325,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Medium,2019,3916.7478739775015
10304,24,101.7,17,2440.8,2019-10-11,946,Shipped,Vintage Cars,127,S18_2325,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Versailles,78000,France,Tonini,Daniel,Small,2019,2433.591447528732
10312,31,152.56,14,4729.36,2019-10-21,937,Shipped,Vintage Cars,127,S18_2325,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,2019,4948.119145923673
10322,50,250.73,6,12536.5,2019-11-04,924,Shipped,Vintage Cars,127,S18_2325,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Large,2019,10366.644246356154
10332,35,64.69,8,2264.15,2019-11-17,912,Shipped,Vintage Cars,127,S18_2325,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Small,2019,2260.4644282090576
10344,30,130.94,3,3928.2,2019-11-25,905,Shipped,Vintage Cars,127,S18_2325,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,Medium,2019,4082.5877051076704
10356,29,125.18,3,3630.22,2019-12-09,892,Shipped,Vintage Cars,127,S18_2325,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,75508,France,Da Cunha,Daniel,Medium,2019,3776.4799432611035
10367,27,155.41,5,4196.07,2020-01-12,859,Resolved,Vintage Cars,127,S18_2325,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Medium,2020,4636.8961091627925
10380,40,123.29,10,4931.6,2020-02-16,825,Shipped,Vintage Cars,127,S18_2325,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2020,4842.127173967064
10390,31,98.99,16,3068.69,2020-03-04,809,Shipped,Vintage Cars,127,S18_2325,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,2020,3058.5651432507448
10409,6,130.94,2,785.64,2020-04-23,760,Shipped,Vintage Cars,127,S18_2325,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Small,2020,1612.0877625766016
10420,45,110.6,2,4977.0,2020-05-29,725,In Process,Vintage Cars,127,S18_2325,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Medium,2020,4909.205173588182
10103,22,54.09,2,1189.98,2018-01-29,1577,Shipped,Trucks and Buses,60,S18_2432,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,Small,2018,548.387236949915
10114,45,68.67,6,3090.15,2018-04-01,1516,Shipped,Trucks and Buses,60,S18_2432,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,75012,France,Bertrand,Marie,Medium,2018,3430.2244132358237
10126,43,65.02,2,2795.86,2018-05-28,1460,Shipped,Trucks and Buses,60,S18_2432,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,Small,2018,3095.604372108227
10140,46,61.99,2,2851.54,2018-07-24,1404,Shipped,Trucks and Buses,60,S18_2432,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Small,2018,3297.5408405061125
10151,39,69.28,9,2701.92,2018-09-21,1346,Shipped,Trucks and Buses,60,S18_2432,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,90110,Finland,Koskitalo,Pirkko,Small,2018,2834.115722948034
10165,31,71.1,18,2204.1,2018-10-22,1316,Shipped,Trucks and Buses,60,S18_2432,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Small,2018,2074.8119019860824
10175,41,69.28,7,2840.48,2018-11-06,1302,Shipped,Trucks and Buses,60,S18_2432,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,WX3 6FW,UK,Brown,Ann,Small,2018,3039.990718158957
10184,44,60.16,12,2647.04,2018-11-14,1295,Shipped,Trucks and Buses,60,S18_2432,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",Sevilla,41101,Spain,Roel,Jose Pedro,Small,2018,3027.1169592602555
10194,45,70.49,2,3172.05,2018-11-25,1285,Shipped,Trucks and Buses,60,S18_2432,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,Medium,2018,3494.4205731175616
10207,37,69.89,13,2585.93,2018-12-09,1272,Shipped,Trucks and Buses,60,S18_2432,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,51003,USA,Franco,Valarie,Small,2018,2649.75702308209
10217,35,61.38,2,2148.3,2019-02-04,1216,Shipped,Trucks and Buses,60,S18_2432,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Small,2019,2143.7120715010606
10229,28,59.55,7,1667.4,2019-03-11,1182,Shipped,Trucks and Buses,60,S18_2432,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,2019,1358.6007022278973
10246,30,61.99,11,1859.7,2019-05-05,1128,Shipped,Trucks and Buses,60,S18_2432,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2019,1650.5408788187333
10259,30,49.22,10,1476.6,2019-06-15,1088,Shipped,Trucks and Buses,60,S18_2432,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Small,2019,1200.1095811869745
10271,25,69.28,11,1732.0,2019-07-20,1054,Shipped,Trucks and Buses,60,S18_2432,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,2019,1392.9907564715777
10281,29,57.73,7,1674.17,2019-08-19,1025,Shipped,Trucks and Buses,60,S18_2432,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Small,2019,1397.3420399516208
10291,26,57.73,2,1500.98,2019-09-08,1006,Shipped,Trucks and Buses,60,S18_2432,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Small,2019,1088.5295471352365
10305,41,53.48,11,2192.68,2019-10-13,972,Shipped,Trucks and Buses,60,S18_2432,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Small,2019,2482.6833961086995
10313,34,52.87,5,1797.58,2019-10-22,964,Shipped,Trucks and Buses,60,S18_2432,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada,Tannamuri,Yoshi,Small,2019,1740.6046175254933
10322,35,61.21,11,2142.35,2019-11-04,952,Shipped,Trucks and Buses,60,S18_2432,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Small,2019,2137.715726896723
10334,34,61.38,1,2086.92,2019-11-19,938,On Hold,Trucks and Buses,60,S18_2432,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,Lule,S-958 22,Sweden,Berglund,Christina,Small,2019,2040.7745738956
10347,50,136.69,8,6834.5,2019-11-29,929,Shipped,Trucks and Buses,60,S18_2432,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Medium,2019,6344.155195304805
10357,41,61.99,7,2541.59,2019-12-10,919,Shipped,Trucks and Buses,60,S18_2432,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,2019,2782.853352478807
10370,22,96.86,7,2130.92,2020-01-20,879,Shipped,Trucks and Buses,60,S18_2432,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Small,2020,2056.9969941707686
10391,44,38.5,5,1694.0,2020-03-09,831,Shipped,Trucks and Buses,60,S18_2432,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Small,2020,2263.112111436928
10412,47,61.99,11,2913.53,2020-05-03,777,Shipped,Trucks and Buses,60,S18_2432,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2020,3400.478338111574
10425,19,49.22,10,935.18,2020-05-31,750,In Process,Trucks and Buses,60,S18_2432,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Small,2020,67.79710752690153
10106,34,90.39,2,3073.26,2018-02-17,1585,Shipped,Planes,84,S18_2581,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Medium,2018,3064.033144318255
10120,29,71.81,8,2082.49,2018-04-29,1515,Shipped,Planes,84,S18_2581,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Small,2018,1893.980463652103
10133,49,69.27,3,3394.23,2018-06-27,1457,Shipped,Planes,84,S18_2581,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2018,3863.1379728494503
10145,30,85.32,14,2559.6,2018-08-25,1399,Shipped,Planes,84,S18_2581,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Small,2018,2473.450994225853
10168,21,70.96,9,1490.16,2018-10-28,1336,Shipped,Planes,84,S18_2581,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Small,2018,1040.498759786722
10210,50,76.88,7,3844.0,2019-01-12,1261,Shipped,Planes,84,S18_2581,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,530-0003,Japan,Kentary,Mory,Medium,2019,4234.500073037345
10223,47,100.53,9,4724.91,2019-02-20,1223,Shipped,Planes,84,S18_2581,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Medium,2019,4759.8849325303645
10235,24,76.03,3,1824.72,2019-04-02,1183,Shipped,Planes,84,S18_2581,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,T2F 8M4,Canada,Lincoln,Elizabeth,Small,2019,1528.1434122736628
10250,27,98.84,4,2668.68,2019-05-11,1145,Shipped,Planes,84,S18_2581,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Small,2019,2641.524260530955
10263,33,86.17,10,2843.61,2019-06-28,1098,Shipped,Planes,84,S18_2581,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Small,2019,2812.2452100639284
10275,35,90.39,9,3163.65,2019-07-23,1074,Shipped,Planes,84,S18_2581,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Medium,2019,3166.9706419237164
10284,31,71.81,1,2226.11,2019-08-21,1046,Shipped,Planes,84,S18_2581,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,N 0106,Norway,Klaeboe,Jan,Small,2019,2099.855458863025
10297,25,82.79,4,2069.75,2019-09-16,1021,Shipped,Planes,84,S18_2581,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland,Cassidy,Dean,Small,2019,1869.523789439867
10308,27,82.79,7,2235.33,2019-10-15,993,Shipped,Planes,84,S18_2581,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,Small,2019,2075.398784650789
